"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30302","Upload profile picture and validate endpoint responses","chrome","2026-09-17","passed","2026-09-17","","upload-profile.spec.ts","",""
